Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
0	174.4943	-168.0268	342.5211	0.379925	5.022363	1.537927	0.1115526
6	173.2183	-169.5734	342.7917	0.5560882	1.40607	4.093157	0.1216809
12	178.6097	-164.3575	342.9672	0.6085533	1.606682	4.093157	0.2121472
18	169.5576	-172.5349	342.0925	0.1948378	1.185723	13.52619	0.305761
24	166.8175	-176.8233	343.6407	0.3754522	1.581179	3.406211	0.305761
30	165.7449	-176.8393	342.5841	0.03024688	1.466317	7.988632	0.1793181
36	170.8997	-174.2266	345.1263	0.2297705	1.312266	1.235071	0.2657517
42	169.4679	-174.8454	344.3133	0.2972028	0.8893964	3.397463	0.2989014
48	168.3266	-174.2173	342.544	0.1381858	2.137937	7.390305	0.4631447
54	183.9669	-160.1395	344.1064	0.08627531	1.416899	3.334878	0.3303059
60	178.3913	-164.6177	343.009	0.008669113	1.947894	6.261401	0.401764
66	178.7012	-165.8478	344.549	0.03681389	3.011405	1.144739	0.3719707
72	174.4887	-166.7301	341.2188	1.497924	5.201459	1.144739	0.06469849
78	174.1647	-168.2474	342.4121	1.316177	4.677287	0.625073	0.09041077
84	155.529	-186.7968	342.3258	0.3254197	13.32172	0.5252776	0.1444498
90	174.9286	-167.6678	342.5964	0.2710824	6.164827	1.751606	0.1995784
96	180.1026	-164.6675	344.7702	0.6824271	0.5916529	2.083448	0.2228835
102	178.7833	-165.6906	344.4739	0.1695744	2.206329	1.073462	0.1664851
108	172.5404	-169.0191	341.5594	0.3014087	2.991426	8.578748	0.2547196
114	167.4586	-173.3601	340.8187	0.5531051	1.509555	19.15207	0.2619033
120	181.1565	-161.4642	342.6206	0.2195805	0.5271014	14.63685	0.2554622
126	179.6619	-164.824	344.4859	0.1659075	0.734696	4.097917	0.4638532
132	180.4251	-163.2302	343.6553	0.3493332	1.241923	3.960236	0.2583404
138	162.6902	-180.9266	343.6167	0.5527621	1.241923	3.960236	0.4259532
144	162.3565	-181.9035	344.26	0.5527621	1.136529	2.44309	0.3243186
150	176.9609	-166.5805	343.5414	0.6349139	1.514795	2.44309	0.1719916
156	177.4012	-167.2327	344.6338	0.8686401	0.5430709	2.180359	0.2357732
162	175.7104	-168.3074	344.0178	0.2328526	1.239011	3.76152	0.4663458
168	181.5342	-164.2102	345.7443	0.06453021	1.239011	0.9398052	0.3581187
174	167.6775	-176.261	343.9385	0.08653118	2.778995	2.132674	0.4308429
180	177.2675	-168.441	345.7085	0.0210536	0.7606925	1.315094	0.2170272
186	174.1957	-169.8967	344.0925	0.02918012	1.0439	4.289313	0.2855465
192	176.5636	-165.789	342.3527	0.05969566	4.18441	4.221005	0.2380898
198	177.3034	-167.3903	344.6937	0.1915313	0.7946215	3.192453	0.394168
204	181.5844	-163.1852	344.7697	0.2106446	2.271122	0.8123603	0.1939252
210	178.7546	-167.1951	345.9497	0.2630226	1.172075	0.6697241	0.399332
216	172.0217	-174.3318	346.3535	0.4362293	0.5262467	0.6697241	0.2471884
222	172.6962	-173.2909	345.9871	0.4009049	0.5262467	0.962815	0.2213805
228	173.2008	-172.328	345.5288	0.6032093	0.8899709	0.962815	0.3747408
234	170.9226	-173.8564	344.779	0.07274808	2.878661	0.962815	0.4463066
240	173.1049	-170.6552	343.7601	0.9234749	1.567422	1.866812	0.253568
246	174.0317	-171.1343	345.166	0.2659956	1.567422	1.012417	0.3098033
252	172.2416	-171.74	343.9817	0.839126	1.567422	1.225152	0.1479575
258	176.974	-167.0703	344.0443	0.8111036	1.567422	1.352321	0.1821637
264	177.0362	-165.7999	342.8361	0.8111036	3.493085	1.649659	0.1771676
270	170.6983	-173.8523	344.5506	0.01350942	0.7599688	4.028352	0.3236679
276	165.5193	-180.1247	345.6441	0.3269883	2.170035	0.3747824	0.3490856
282	162.7844	-179.8081	342.5925	0.2243835	1.434399	8.298037	0.8230541
288	161.3298	-180.2885	341.6183	0.7495819	2.221356	8.832426	0.4975453
294	166.0082	-176.5492	342.5574	0.004456985	1.869286	8.832426	0.4346882
300	169.1203	-174.3997	343.52	0.2824805	2.61228	2.594516	0.3331331
306	175.3018	-170.0005	345.3023	0.5229678	0.6999756	1.404875	0.2576066
312	174.744	-169.481	344.2251	0.1680235	1.215591	3.035328	0.2679019
318	173.1133	-172.2963	345.4096	0.0962064	0.4118225	2.58372	0.2292078
324	180.6175	-164.0868	344.7043	0.137419	1.054385	2.121935	0.2058565
330	158.8609	-183.4089	342.2698	0.610933	5.223512	2.121935	0.1991978
336	167.3105	-174.7443	342.0548	0.2775542	5.223512	2.121935	0.09310264
342	161.7072	-180.9955	342.7027	0.0889893	5.223512	2.121935	0.1728921
348	164.9519	-177.7271	342.679	0.06172441	5.588424	2.121935	0.1854533
354	166.3629	-178.3859	344.7488	0.007811802	1.657986	1.80066	0.3152694
360	173.6228	-169.9923	343.6151	0.004658312	1.795139	4.18187	0.3229396
366	170.0256	-172.9086	342.9341	0.09763138	0.6994518	12.39679	0.4124529
372	165.0628	-177.2645	342.3273	0.15051	3.649113	4.97481	0.3010815
378	169.5996	-174.252	343.8517	0.09266791	1.915016	3.027401	0.3010815
384	171.2682	-170.2603	341.5285	0.3421425	7.481158	3.027401	0.1842015
390	168.7111	-172.9066	341.6178	0.1741362	3.95395	6.376758	0.1946386
396	171.0065	-171.2304	342.237	0.1190985	2.273282	6.376758	0.1566274
402	173.9033	-170.1711	344.0744	0.5725183	1.663212	1.678338	0.2134959
408	166.288	-176.6423	342.9303	0.1352891	1.663212	6.108662	0.2508348
414	156.5987	-185.9727	342.5714	0.7298921	6.194735	1.134951	0.1898821
420	171.5671	-172.522	344.0891	0.6240927	6.194735	0.2296127	0.2182819
426	170.0791	-174.1823	344.2614	0.6240927	6.194735	0.2425551	0.3484315
432	168.4582	-174.9349	343.3932	0.8743226	5.811747	0.4467351	0.1963523
438	173.1508	-169.9247	343.0754	0.1324072	4.658533	1.657002	0.1651884
444	174.4799	-167.4728	341.9527	0.3554001	4.828275	4.07366	0.2601544
450	174.2364	-169.095	343.3314	0.351783	4.828275	1.257897	0.2401164
456	179.1715	-166.0762	345.2477	0.07777539	2.481734	0.6775382	0.3581615
462	179.209	-166.0718	345.2808	0.3627033	1.839748	0.6775382	0.3184777
468	177.9372	-167.7403	345.6775	0.09446012	0.8387937	1.457908	0.401263
474	171.3462	-170.7714	342.1176	0.9818124	1.1615	6.705474	0.1723361
480	165.5909	-173.6056	339.1965	0.7308746	1.664628	31.74796	0.1320639
486	172.6201	-168.7814	341.4015	0.5849697	6.473041	2.662558	0.1263872
492	176.1704	-166.9655	343.1359	0.3879326	4.267235	1.418993	0.1712355
498	178.1129	-165.1401	343.253	0.2487317	2.87141	2.611166	0.225713
504	176.4992	-166.4683	342.9675	0.6736293	2.251074	2.611166	0.1729483
510	168.4783	-174.4853	342.9637	1.093343	2.181352	0.9928198	0.0695645
516	169.7309	-174.8764	344.6074	0.7367248	0.5590244	2.437779	0.2362794
522	169.2483	-176.2558	345.504	0.4834603	0.5590244	1.647734	0.3737719
528	169.4261	-175.6675	345.0936	0.6665393	0.5590244	2.044496	0.41251
534	171.9156	-172.8363	344.7519	0.2104988	0.5766911	3.789952	0.4229377
540	172.7837	-170.5094	343.2931	0.1952426	1.326541	6.180013	0.4854968
546	173.7928	-169.2901	343.0829	0.1448112	1.653019	6.180013	0.4077564
552	173.0463	-171.0668	344.1131	0.2584459	2.345902	1.83806	0.3616883
