Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	stationaryDist[1]	stationaryDist[2]	tree_length
0	174.4943	-168.0268	342.5211	0.000161422	0.000193361	0.000986829	0.000721254	0.00118059	0.000715381	0.000872515	0.000373514	0.000531102	0.00015094	0.000632625	0.000529127	0.000839513	0.000330643	0.000873904	0.00185359	0.000323744	0.00011104	0.000637297	0.000849086	5.15616e-05	0.000225763	0.000179629	3.14532e-05	0.00101689	0.000443191	0.000121581	0.000312621	0.000939805	0.000294256	0.000868021	0.000694588	0.000466141	0.000635932	0.00283141	0.000125272	7.89675e-05	0.000504669	0.000784625	0.000514008	0.000303241	2.83581e-05	0.000802321	0.00107687	9.05921e-07	0.00022316	0.000135367	0.000385171	0.00254129	4.22799e-05	0.00125373	3.38623e-05	5.41318e-05	0.000354555	0.000200545	0.000377932	0.00265335	0.000171613	0.00104619	0.000130364	0.000891744	0.000949648	4.51345e-05	8.36787e-05	0.000277179	0.000619759	0.000414812	0.000265212	0.000884859	0.000287367	0.000440695	0.000348716	0.000410917	0.00164687	0.000394987	0.000711863	0.00345496	0.00092189	0.000335867	0.000184742	0.000346115	0.00361133	0.000205089	0.000404932	0.000507755	0.000523714	0.000699689	0.00094039	0.000465078	8.39795e-05	9.23164e-05	0.000386339	0.000439354	1.20711e-05	4.69442e-05	0.000647727	0.000898549	6.14983e-05	0.000347819	0.000209562	0.000372595	0.00139219	0.000764757	0.0026918	0.000873271	0.000359061	0.000388918	0.000467904	0.000138128	8.70175e-05	0.00226713	4.03759e-05	0.000365302	0.000732185	0.000466911	0.00151537	0.000931416	0.000222339	0.00275782	0.000107169	0.000408809	0.000207078	0.000301154	9.09393e-05	0.000583784	6.90552e-05	0.00116667	0.000431005	0.000309574	0.00997137	0.000789613	0.00114907	0.000330939	0.000418554	0.000757173	0.000510887	0.000507664	4.5943e-05	0.000321462	0.000156243	0.000152349	0.000740758	0.00024676	0.000269588	0.00112368	0.00126497	0.000557567	0.00043665	7.70071e-05	0.000565248	4.31931e-05	0.000115908	0.00106647	0.000172411	0.00011561	0.000479687	2.14867e-05	0.000153141	0.00069556	0.00120387	0.000162242	0.000280978	0.00121167	0.0001017	0.00336457	0.00011212	1.04542e-05	1.1886e-05	0.00102217	1.019144	0.9719218	0.3320955	1.667904	0.591299	0.773944	0.923165	1.08323	1.29208	1.69119	0.379925	5.022363	1.537927	0.00144705	0.00173336	0.00884631	0.0064656	0.0105833	0.00641295	0.00782156	0.00334832	0.004761	0.00135309	0.00567109	0.0047433	0.00752572	0.00296401	0.00783401	0.0166163	0.00290216	0.000995407	0.00571297	0.00761153	0.000462218	0.00202382	0.00161027	0.000281959	0.00911576	0.00397293	0.0010899	0.00280246	0.00842477	0.00263782	0.00778127	0.00622655	0.00417866	0.00570073	0.0253818	0.00112299	0.000707895	0.00452405	0.00703367	0.00460776	0.00271837	0.000254212	0.00719231	0.00965348	8.12102e-06	0.00200049	0.00121348	0.00345282	0.0227811	0.000379013	0.0112389	0.000303554	0.000485258	0.00317837	0.00179776	0.00338792	0.0237856	0.0015384	0.00937847	0.00116864	0.00799393	0.00851301	0.000404603	0.000750128	0.00248474	0.00555576	0.00371854	0.00237746	0.00793221	0.00257607	0.00395056	0.00312602	0.00368361	0.0147632	0.00354081	0.00638141	0.0309716	0.00826417	0.00301084	0.0016561	0.0031027	0.0323734	0.00183849	0.00362996	0.00455171	0.00469477	0.00627228	0.00843001	0.00416913	0.000752824	0.000827559	0.00346329	0.00393854	0.00010821	0.000420826	0.00580647	0.00805493	0.000551294	0.00311798	0.00187859	0.00334008	0.0124801	0.00685557	0.0241303	0.00782833	0.00321876	0.00348641	0.00419447	0.00123823	0.000780058	0.0203234	0.000361945	0.00327471	0.00656359	0.00418557	0.0135844	0.00834957	0.00199313	0.0247221	0.000960707	0.00366472	0.00185632	0.00269966	0.000815215	0.00523326	0.000619037	0.0104585	0.0038637	0.00277514	0.0893871	0.00707839	0.0103007	0.00296666	0.00375208	0.00678758	0.00457978	0.00455089	0.00041185	0.00288171	0.00140062	0.00136572	0.00664044	0.00221205	0.00241669	0.0100731	0.0113397	0.00499824	0.0039143	0.000690321	0.0050671	0.0003872	0.00103904	0.00956021	0.00154556	0.00103637	0.0043001	0.000192615	0.00137281	0.00623526	0.0107919	0.0014544	0.00251879	0.0108619	0.000911674	0.0301613	0.00100509	9.37159e-05	0.000106551	0.00916312	0.833952	0.166048	0.1115526
36	170.8997	-174.2266	345.1263	0.0012941	0.00155396	0.00366644	0.0023442	0.00285794	0.00134998	0.000545822	0.000930786	0.0020039	0.000885452	0.00387226	0.000137689	0.000392425	0.00128592	0.00405733	0.00292115	0.0013693	7.646e-05	0.000592629	0.00169043	9.995e-05	0.00301012	0.0026214	0.000322569	0.00342372	0.00120002	0.000893642	0.000379781	0.00157167	0.00275077	0.00408546	0.000411052	0.00105617	0.000136863	0.000861656	0.000819471	0.000504038	0.000591367	0.00324202	0.00367322	0.000274323	5.41578e-05	0.00221671	0.00339975	0.000310925	0.0011451	0.0032643	0.00143554	0.00206256	0.000501893	0.000574029	0.000484583	0.00499531	0.00115103	0.000706572	0.000620403	0.00489004	0.000717655	0.000350254	0.00296432	0.00026751	0.0024863	0.00101055	0.00143439	0.00214789	0.000845061	0.00298405	0.00260998	0.0040433	0.00542888	0.00203731	0.000428093	0.000167214	0.000415111	0.000917071	0.000447955	0.00169337	0.00296327	0.000932663	7.23088e-05	0.000593126	0.00188275	0.000886356	0.00178642	0.00175511	0.00378441	0.00287996	0.00326577	0.000348229	0.000759589	0.000295221	0.000612411	0.00519232	0.000149562	0.000325866	0.000813619	0.00112358	0.000842947	0.00074412	0.000617864	0.000326577	0.000598598	0.000108052	0.00158638	0.000763661	0.000737089	0.000210998	0.0020177	0.00108619	0.000113631	0.00678261	0.00432507	0.00115486	0.00245295	0.00065274	0.00179269	8.81888e-05	0.00117476	0.00144079	0.00206761	0.000255403	0.00134772	8.40622e-05	0.00106286	0.0010329	2.88168e-05	0.00318346	0.00136721	0.000319693	0.017413	0.00134938	0.00208053	0.00182542	0.000322115	0.00184676	0.000710835	0.000877984	0.00128446	0.000674836	0.00176173	0.000121163	0.000222683	0.00065013	0.000391906	0.00164757	0.000808634	0.00332632	0.00139574	0.000778549	0.000300704	0.00103976	0.000389958	0.0014854	0.000308634	9.82785e-05	0.000209932	2.8592e-05	0.00042383	0.00100708	0.00358807	0.00111101	0.00154171	0.000348644	0.00111697	0.0113415	0.00113411	0.000199278	8.72354e-05	0.00274395	0.9293506	1.103619	0.8649525	1.135047	0.727769	0.856434	0.9528	1.04954	1.16763	1.37406	0.2297705	1.312266	1.235071	0.00486957	0.00584742	0.0137965	0.00882102	0.0107542	0.00507985	0.00205388	0.00350246	0.0075405	0.00333188	0.014571	0.000518111	0.00147666	0.00483881	0.0152674	0.010992	0.00515255	0.000287712	0.00223001	0.00636092	0.000376103	0.0113268	0.00986411	0.0012138	0.0128831	0.00451556	0.0033627	0.00142908	0.00591407	0.0103509	0.0153732	0.00154675	0.00397427	0.000515002	0.00324234	0.00308359	0.00189665	0.00222526	0.0121994	0.013822	0.00103225	0.000203791	0.0083413	0.0127929	0.00116998	0.00430889	0.0122833	0.00540179	0.00776123	0.00188858	0.00216002	0.00182344	0.0187969	0.00433123	0.00265877	0.00233452	0.0184008	0.00270047	0.00131798	0.0111545	0.00100662	0.00935572	0.00380259	0.00539746	0.00808231	0.00317989	0.0112287	0.00982111	0.0152146	0.0204284	0.00766621	0.00161087	0.00062921	0.00156203	0.00345085	0.00168562	0.006372	0.0111505	0.00350953	0.000272091	0.00223188	0.00708462	0.00333528	0.00672214	0.00660433	0.0142404	0.010837	0.0122888	0.00131035	0.00285827	0.00111089	0.00230445	0.0195382	0.000562788	0.00122621	0.00306157	0.00422793	0.00317194	0.00280006	0.00232497	0.00122888	0.00225247	0.000406591	0.0059694	0.00287359	0.0027736	0.000793967	0.00759243	0.00408724	0.000427585	0.0255223	0.0162748	0.00434563	0.00923024	0.0024562	0.00674574	0.000331846	0.00442053	0.00542157	0.00778022	0.00096106	0.00507137	0.000316319	0.00399945	0.0038867	0.000108435	0.0119791	0.00514468	0.00120298	0.0655235	0.0050776	0.00782884	0.00686888	0.00121209	0.0069492	0.00267481	0.00330378	0.00483329	0.00253935	0.00662925	0.000455924	0.000837938	0.00244638	0.00147471	0.00619965	0.00304282	0.0125167	0.00525205	0.00292961	0.00113152	0.00391252	0.00146738	0.00558944	0.00116136	0.000369813	0.000789956	0.000107589	0.00159484	0.00378954	0.0135016	0.00418061	0.00580133	0.00131192	0.00420307	0.042677	0.00426754	0.000749867	0.000328259	0.0103252	0.567524	0.432476	0.2657517
72	174.4887	-166.7301	341.2188	6.6244e-05	0.000241791	0.000641762	4.17312e-05	0.000410281	0.000188375	8.86035e-05	0.000134086	0.000308302	4.60675e-06	0.000257834	2.63087e-05	0.000535667	4.70096e-05	0.000366481	0.000216581	0.000117165	9.15618e-06	0.000554599	0.000939506	0.000235507	0.000343836	0.000952097	0.000368021	0.000304008	7.31738e-05	7.21499e-05	0.000901311	0.00010561	0.0001189	0.000639984	0.000107187	0.000255436	3.26406e-05	6.03119e-05	9.15277e-05	0.0004072	0.000348731	2.26825e-05	0.000190105	0.000111501	1.34848e-07	0.000205925	0.000101724	0.000316655	0.000200293	4.22602e-05	0.00111051	0.000568005	7.78147e-05	0.000469996	1.63215e-05	0.00121585	0.000105713	0.000139689	0.00123754	0.000703382	9.05042e-05	0.000249554	0.00100877	0.0002268	2.57267e-06	0.00202553	0.000982979	0.00102184	0.000241064	7.44088e-05	0.00151249	0.000270396	0.00138585	0.000231044	0.00138897	7.50229e-05	5.96834e-05	0.000378783	0.00033843	0.00044397	0.000559168	0.000755118	0.000203337	7.69811e-05	0.000285695	0.000265483	0.000471123	7.26076e-05	0.000580541	0.00012732	0.00116606	0.000202611	0.000361997	0.00025018	0.000254185	0.000893523	0.000501453	0.000199194	6.28072e-05	0.000157107	0.000328921	3.50668e-05	0.000203383	0.000292624	0.000185919	0.000105802	0.000487701	6.72607e-05	0.000209982	0.000176889	0.00113418	0.000101525	9.56877e-06	0.00191041	0.00138594	0.00029447	0.000477084	4.53474e-05	7.71711e-05	2.3425e-06	0.000204783	0.00112942	0.000277748	0.000176518	0.000457386	0.000151667	0.000142646	0.000197729	0.000261658	0.000839044	0.000180558	0.000101538	0.00555858	0.000301705	8.60172e-06	7.63091e-05	3.50054e-05	0.000295975	9.03473e-07	0.000108794	0.000319336	0.000120242	0.00064561	0.000100603	0.000245132	0.000167551	0.000418663	0.000100677	2.6849e-05	0.000198892	0.000156428	0.000352063	0.000273179	0.000476383	0.000286593	1.17226e-05	0.00013409	5.55787e-05	6.40294e-05	0.000120077	0.000379915	0.000124017	0.000358126	0.000200616	0.000735769	0.000338192	0.000280935	0.00262194	4.10795e-05	1.83236e-06	0.000314516	8.47118e-05	0.8976583	1.150101	0.3225047	1.677495	0.125982	0.364097	0.729639	1.37054	2.74652	7.93767	1.497924	5.201459	1.144739	0.00102389	0.0037372	0.00991927	0.000645011	0.00634144	0.00291159	0.00136948	0.00207248	0.00476521	7.12034e-05	0.00398516	0.000406636	0.00827943	0.000726595	0.00566444	0.00334754	0.00181094	0.000141521	0.00857205	0.0145213	0.00364006	0.00531443	0.0147159	0.00568825	0.00469884	0.001131	0.00111517	0.0139309	0.00163233	0.00183775	0.0098918	0.00165672	0.00394809	0.000504504	0.0009322	0.00141468	0.00629381	0.0053901	0.000350588	0.00293832	0.0017234	2.08425e-06	0.00318284	0.00157228	0.00489431	0.0030958	0.000653187	0.0171644	0.00877926	0.00120273	0.0072644	0.00025227	0.0187925	0.00163394	0.00215908	0.0191278	0.0108717	0.00139886	0.00385719	0.0155919	0.00350549	3.97639e-05	0.0313073	0.0151932	0.0157939	0.00372595	0.00115009	0.0233774	0.00417933	0.0214201	0.00357109	0.0214684	0.00115958	0.000922486	0.00585458	0.00523089	0.00686214	0.00864268	0.0116713	0.00314284	0.00118984	0.00441579	0.00410339	0.00728182	0.00112225	0.00897302	0.0019679	0.018023	0.00313161	0.00559514	0.00386687	0.00392876	0.0138106	0.00775061	0.00307881	0.000970767	0.0024283	0.00508391	0.000542003	0.00314355	0.00452288	0.00287363	0.00163531	0.00753805	0.0010396	0.00324554	0.00273406	0.0175302	0.00156921	0.000147898	0.029528	0.0214214	0.00455142	0.00737397	0.000700904	0.00119278	3.62064e-05	0.00316519	0.0174567	0.00429296	0.00272832	0.0070695	0.00234421	0.00220478	0.00305616	0.00404427	0.0129685	0.00279076	0.00156941	0.0859152	0.00466325	0.000132951	0.00117946	0.000541054	0.00457469	1.39644e-05	0.00168156	0.00493576	0.00185849	0.00997876	0.00155495	0.00378883	0.00258973	0.00647098	0.00155609	0.000414986	0.00307414	0.00241781	0.00544159	0.00422234	0.00736313	0.00442967	0.000181188	0.00207253	0.000859042	0.000989658	0.00185595	0.00587208	0.00191684	0.00553531	0.00310078	0.0113723	0.0052272	0.00434222	0.0405256	0.000634937	2.83216e-05	0.00486126	0.00130933	0.838748	0.161252	0.06469849
108	172.5404	-169.0191	341.5594	7.54761e-05	0.00255317	0.000272407	0.00155895	0.00120804	0.00138313	0.000665148	0.00149675	4.69224e-05	0.000305428	0.000912045	0.000153013	0.000216643	0.00127554	0.000489401	0.000158075	2.11249e-06	0.000701177	0.000751959	0.00300987	0.00138163	0.00151294	0.00368002	0.000735248	0.0044854	0.00304317	0.00126027	0.000146007	0.0020056	0.0010474	5.248e-05	0.000981804	0.00169625	0.000739577	0.0014336	0.00151143	0.000243673	0.00376607	9.13949e-05	0.000596612	0.00107244	5.34259e-07	0.000498094	0.000673975	0.00435736	0.00135951	0.000662341	0.00307021	0.000801875	0.000711417	0.000506795	8.81331e-05	0.00455021	0.00314365	0.000640238	0.00156026	0.00112351	0.000270552	0.000546427	0.00235613	0.00348489	0.00154929	0.000216078	0.00679322	0.000643825	5.30941e-05	0.000323957	0.00175003	0.000627113	0.00277453	0.00354658	0.000322167	0.000425483	0.00115908	0.000765247	0.000868411	0.00213902	0.00121421	0.000326748	0.00135798	0.000570891	0.0018363	0.000685235	6.45565e-05	0.000290031	0.000365278	0.000233208	0.000308124	0.00269461	0.000535813	0.00144795	2.66264e-05	0.000803249	0.000271059	0.00727577	0.000447333	0.000569852	2.36083e-05	0.00136256	0.000862717	0.00257901	0.000906305	0.00187282	0.00274294	0.00167145	0.000530967	0.00104813	0.000144375	0.00215597	0.000241431	0.000545701	0.000797226	0.000968635	0.0023439	0.000504013	0.00016559	9.37113e-05	0.00273857	1.33718e-05	0.00115381	0.00176932	0.00480002	0.00113868	0.000351347	0.000269978	0.00457835	0.0103392	0.00286566	0.000963671	0.00434388	0.00237457	0.000165362	0.00024892	0.000929632	0.000748612	4.31679e-07	0.000157639	0.00114558	0.00041841	0.00139431	0.00200032	0.012114	0.0031687	0.000486087	0.0125425	0.0021264	0.00106516	0.000230029	0.00273752	0.0015299	0.00175449	0.000355927	0.000275363	0.00250132	0.000676991	0.00106229	0.000155112	0.00183264	0.000311163	0.00127997	0.000446893	0.000419705	0.00920626	0.00110796	0.0017134	0.000414676	0.000399015	0.00203393	0.00189513	1.50624	0.2575145	0.501074	1.498926	0.659122	0.816036	0.938545	1.06548	1.22544	1.51717	0.3014087	2.991426	8.578748	0.00029631	0.0100235	0.00106944	0.00612027	0.00474263	0.00543002	0.00261129	0.00587606	0.000184212	0.00119907	0.00358058	0.000600712	0.000850514	0.00500764	0.00192133	0.000620585	8.29341e-06	0.00275274	0.0029521	0.0118164	0.00542411	0.00593965	0.0144473	0.0028865	0.0176092	0.0119471	0.00494767	0.000573205	0.00787374	0.00411199	0.00020603	0.00385445	0.00665929	0.0029035	0.00562815	0.00593372	0.000956631	0.0147851	0.000358806	0.00234223	0.00421028	2.09744e-06	0.00195546	0.00264595	0.0171065	0.00533729	0.00260027	0.0120533	0.00314807	0.00279294	0.00198962	0.000346	0.0178636	0.0123416	0.0025135	0.0061254	0.00441079	0.00106215	0.00214521	0.00924989	0.0136813	0.00608234	0.000848297	0.0266694	0.00252758	0.000208441	0.00127182	0.00687043	0.00246197	0.0108925	0.0139235	0.00126479	0.0016704	0.00455041	0.00300427	0.00340928	0.00839753	0.00476684	0.00128278	0.00533126	0.00224125	0.00720912	0.00269015	0.000253441	0.00113863	0.00143404	0.000915549	0.00120966	0.0105787	0.00210354	0.00568448	0.000104532	0.00315346	0.00106415	0.0285638	0.00175618	0.00223717	9.26835e-05	0.00534925	0.00338693	0.0101249	0.00355805	0.00735248	0.0107685	0.0065619	0.00208451	0.00411485	0.000566801	0.00846408	0.000947832	0.00214236	0.00312982	0.00380275	0.00920188	0.0019787	0.000650088	0.0003679	0.0107513	5.24961e-05	0.00452974	0.00694616	0.0188443	0.00447031	0.00137935	0.0010599	0.0179741	0.0405905	0.0112502	0.00378326	0.0170536	0.00932227	0.000649193	0.000977233	0.00364963	0.00293896	1.69472e-06	0.000618873	0.00449743	0.00164263	0.00547389	0.00785302	0.0475582	0.0124399	0.00190832	0.0492406	0.00834802	0.00418171	0.000903066	0.0107472	0.00600623	0.00688794	0.00139733	0.00108104	0.00981991	0.00265779	0.00417044	0.000608953	0.00719475	0.00122159	0.00502501	0.00175445	0.00164771	0.0361427	0.00434973	0.0067266	0.00162797	0.00156649	0.00798499	0.00744007	0.749463	0.250537	0.2547196
